Millis,Year,Month,Day,Hour,Min,TotalOdo,EngineSpeed,GasPedalPos,EngineSts,NeutralSwSts,ACPressure,ThrottlePos,EngineFrictionTorque,EngineTorgue,GasPedalAct,GasPedalGradient,ActualPedalPos,ClutchUpStop,ClutchInterLk,AnalogClutch,EngineWaterTemp,GearShiftIndication,FuelConsumptionGAG,SuggestedGearGSI,ActualGearGSI,EngineOilTemp,BrakePedalSwitchNCSts,BrakePedalSwitchNOSts,OperationModeSts,TurnIndicationSts,KeyInIgnSts,Cmdlgn_FailSts,CmdlgnSts,ExternalTemperature,ExternalTemperatureFailSts,ParkBrakeSts,BatteryChargeSts,ExternalTemperatureAD_Voltage,FuelLevel,InternalLightLevel,FuelLevelFailsSts,InternalLightSts,NotFilteredFuelLevel,BatteryStateOfFunction,CompressorACReqSts,FUEL_VOLT,BrkBstrVac,BrkTrq,BrkTrq_Driver,HSA_BrkPrss,VechileSpeedVSOCSig,CMMInterventionAct,PrefillActive,BrakeInterventionSts,ESCActive,ABSActive,MasterCylinderPressure,VechileSpeedVSOCSigFailSts,BSMShiftInterfernece,BrkPrss_One,BrkPrss_Two,SyncPos,OverSteering,UnderSteering,REF_VEH_SPEED,VehicleStandSts,BrkBstrVac_OBD,batteryVoltageLevelHP,StateOfCharge,VoltageMin,VoltageMax,BatteryCurrentLevel,BatteryTemperature,IBS_V_Batt,IBS_I_Batt,IBS_T_Batt,IBS_I_Range,IBS_SOC,IBS_SOF_Q,IBS_SOC_Accuracy,IBS_SOF_Q_Accuracy,IBS_SOH_Q,IBS_SOF_V,IBS_SOH_Q_Accuracy,IBS_SOF_V_Accuracy,IBS_Q_received,IBS_Q_released,IBS_Tm_Lst_Reset_Sec,IBS_Tm_Lst_Reset_Days,IBS_R_Batt,IBS_R_Batt_25,IBS_SOF_t_Accuracy,IBS_PreWakeupVoltage,IBS_SOF_t,IBS_IBATT_QUIESCENT,IBS_SOF_V1,LHFWheelSpeed,RHFWheelSpeed,LHRWheelSpeed,RHRWheelSpeed,VIN_DATA
26092,2020,1,14,19,4,2621,858,0,2,0,127,197,54,549,0,128,0,1,0,142,75,0,986,15,15,0,1,1,8,0,0,0,4,226,0,0,11,77,72,3,0,0,46,19,1,109,47,36,0,5,108,0,0,0,0,0,6,0,0,161,158,2,0,0,13,1,145,404,99,0,168,2660,64,11356,11356,74,1,99,105,2,2,138,156,0,2,2441,1774,22936,848,96,98,2,1023,239,255,125,120,97,112,87,231713
26592,2020,1,14,19,4,2621,927,0,2,0,127,207,53,513,0,128,0,1,0,135,76,0,731,15,15,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,0,41,19,1,101,47,4,0,5,120,0,0,0,0,0,0,0,0,157,153,2,0,0,15,1,145,404,99,0,168,2660,64,11370,11370,74,1,99,105,2,2,138,156,0,2,2441,1774,22936,848,96,98,2,1023,239,255,125,134,104,121,87,231713
27092,2020,1,14,19,4,2621,881,0,2,1,127,212,52,504,0,128,0,1,0,181,76,0,586,15,15,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,0,35,19,1,101,46,0,0,5,115,0,0,0,0,0,0,0,0,157,153,2,0,0,14,1,146,405,99,0,168,2660,64,11386,11386,74,1,99,105,2,2,138,156,0,2,2441,1774,22936,848,96,98,2,1023,239,255,125,129,100,114,80,231713
27592,2020,1,14,19,4,2621,857,0,2,1,128,213,52,507,0,128,0,1,0,179,76,0,604,15,0,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,0,41,19,1,108,46,0,0,5,109,0,0,0,0,0,0,0,0,157,154,2,0,0,13,1,146,405,99,0,168,2660,64,11390,11390,74,1,99,105,2,2,138,156,0,2,2441,1774,22937,848,96,98,2,1023,239,255,125,122,94,108,76,231713
28092,2020,1,14,19,4,2621,731,0,2,0,128,213,53,538,0,128,0,1,0,144,76,0,709,15,15,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,0,43,19,1,103,45,0,0,5,106,0,0,0,0,0,0,0,0,157,154,2,0,0,13,1,147,405,99,0,168,2650,64,11387,11387,74,1,99,105,2,2,138,156,0,2,2441,1774,22937,848,96,98,2,1023,239,255,125,119,92,105,73,231713
28592,2020,1,14,19,4,2621,840,0,2,0,125,191,38,561,0,128,0,1,0,143,76,0,950,15,15,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,0,50,19,1,108,44,0,0,5,117,0,0,0,0,0,0,0,0,157,154,2,0,0,14,1,148,406,99,0,168,2670,64,11425,11425,74,1,99,105,2,2,138,156,0,2,2441,1774,22937,848,96,98,2,1023,239,255,125,131,101,116,82,231713
29092,2020,1,14,19,4,2621,838,0,2,0,122,213,37,546,0,128,0,1,0,143,76,0,781,15,15,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,0,40,19,1,98,44,0,0,5,125,0,0,0,0,0,0,0,0,157,154,2,0,0,15,1,148,405,99,0,168,2640,64,11381,11381,74,1,99,105,2,2,138,156,0,2,2441,1774,22937,848,96,98,2,1023,239,255,125,138,111,128,100,231713
29592,2020,1,14,19,4,2621,870,0,2,0,119,204,36,562,0,128,0,1,0,140,76,0,950,15,15,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,0,47,19,1,112,43,0,0,5,136,0,0,0,0,0,0,0,0,157,153,2,0,0,17,1,148,404,99,0,168,2640,64,11379,11379,74,1,99,105,2,2,138,156,0,2,2441,1774,22938,848,96,98,2,1023,244,255,125,146,125,140,119,231713
30092,2020,1,14,19,4,2621,889,0,2,0,115,201,36,558,0,128,0,1,0,139,76,0,936,15,15,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,0,47,19,1,115,43,0,0,5,151,0,0,0,0,0,0,0,0,157,154,2,0,0,18,1,149,405,99,0,168,2640,64,11390,11390,74,1,99,105,2,2,138,156,0,2,2441,1774,22938,848,96,98,2,1023,244,255,125,156,144,155,143,231713
30592,2020,1,14,19,4,2621,862,0,2,0,112,202,37,567,0,128,0,1,0,137,76,0,986,15,15,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,0,45,19,1,115,42,0,0,5,169,0,0,0,0,0,0,0,0,157,153,2,0,0,21,1,149,405,99,0,168,2650,64,11401,11401,74,1,99,105,2,2,138,156,0,2,2441,1774,22938,848,96,98,2,1023,244,255,125,168,168,168,168,231713
31093,2020,1,14,19,4,2621,848,0,2,0,111,175,44,579,0,128,0,1,0,135,76,0,1159,15,15,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,0,54,19,1,115,42,0,0,5,190,0,0,0,0,0,0,0,0,157,153,2,0,1,23,1,149,405,99,0,168,2640,64,11383,11383,74,1,99,105,2,2,138,156,0,2,2441,1774,22938,848,96,98,2,1023,244,255,125,188,189,187,189,231713
31593,2020,1,14,19,4,2621,933,0,2,0,108,169,47,564,0,128,0,1,0,133,76,0,1181,15,15,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,0,49,19,1,120,42,0,0,5,212,0,0,0,0,0,0,0,0,157,153,2,0,6,26,1,149,405,99,0,168,2640,64,11394,11394,74,1,99,105,2,2,138,156,0,2,2441,1774,22939,848,96,98,2,1023,244,255,125,210,212,209,211,231713
32093,2020,1,14,19,4,2621,943,0,2,0,106,184,49,554,0,128,0,1,0,133,76,0,1109,15,15,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,1,46,19,1,113,42,0,0,5,234,0,0,0,0,0,0,0,0,157,153,2,0,1,29,1,149,401,99,96,136,2580,64,11279,11279,74,1,99,105,2,2,138,156,0,2,2441,1774,22939,848,96,98,2,1023,244,255,125,234,234,234,232,231713
32594,2020,1,14,19,4,2621,1002,0,2,0,104,193,49,530,0,128,0,1,0,133,76,0,954,15,15,0,0,1,8,0,0,0,4,226,0,0,11,77,72,3,0,1,42,19,1,111,41,0,0,5,251,0,0,0,0,0,0,0,0,157,154,2,0,0,31,1,150,398,99,96,136,2520,64,11201,11201,74,1,99,105,2,2,138,156,0,2,2441,1774,22939,848,96,98,2,1023,244,255,125,248,251,248,249,231713
33094,2020,1,14,19,4,2621,1012,0,2,0,103,190,50,499,0,128,0,1,0,127,76,0,600,15,15,0,0,1,8,0,0,0,4,226,0,0,11,77,72,3,0,1,50,19,1,112,41,0,0,5,255,0,0,0,0,0,0,0,0,157,154,2,0,0,31,1,150,396,99,96,136,2500,64,11151,11151,74,0,99,105,2,2,138,156,0,2,2441,1774,22939,848,96,98,2,1023,244,255,125,253,254,254,252,231713
33594,2020,1,14,19,4,2621,998,0,2,0,103,199,50,470,0,128,0,0,0,55,76,0,277,2,2,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,1,41,19,1,104,41,0,0,5,249,0,0,0,0,0,0,0,0,157,154,2,0,0,31,1,150,395,99,96,136,2510,64,11132,11132,74,1,99,105,2,2,138,156,0,2,2441,1774,22940,848,96,98,2,1023,244,255,125,248,247,248,247,231713
34094,2020,1,14,19,4,2621,925,0,2,0,103,142,51,448,0,128,0,0,0,53,76,0,0,2,2,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,1,37,19,1,106,41,0,0,5,231,0,0,0,0,0,0,0,0,157,154,2,0,12,28,1,150,394,99,96,136,2510,64,11122,11122,74,1,99,105,2,2,138,156,0,2,2441,1774,22940,848,96,98,2,1023,244,255,125,228,228,227,228,231713
34594,2020,1,14,19,4,2621,863,13,2,0,103,212,51,526,1,128,13,0,0,46,76,0,745,2,2,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,1,41,19,1,115,40,0,0,5,220,0,0,0,0,0,0,0,0,157,153,2,0,13,27,1,150,394,99,96,136,2510,64,11114,11114,74,1,99,105,2,2,138,156,0,2,2441,1774,22940,848,96,98,2,1023,248,255,125,211,225,212,224,231713
35094,2020,1,14,19,4,2621,881,13,2,0,104,212,51,524,1,128,13,0,0,46,77,0,777,2,2,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,1,59,19,1,115,40,0,0,5,223,0,0,0,0,0,0,0,0,157,153,2,0,13,27,1,150,393,99,96,136,2500,64,11083,11083,74,0,99,105,2,2,138,156,0,2,2441,1774,22940,848,96,98,2,1023,248,255,125,206,236,201,231,231713
35594,2020,1,14,19,4,2621,906,13,2,0,105,213,51,517,1,128,13,0,0,46,77,0,718,2,2,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,1,49,19,1,114,40,0,0,5,226,0,0,0,0,0,0,0,0,157,153,2,0,6,28,1,150,393,99,96,136,2530,64,11097,11097,74,1,99,105,2,2,138,156,0,2,2441,1774,22941,848,96,98,2,1023,248,255,125,206,244,195,235,231713
36094,2020,1,14,19,4,2621,909,13,2,0,107,213,52,517,1,128,13,0,0,46,77,0,718,2,2,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,1,52,19,1,118,40,0,0,5,227,0,0,0,0,0,0,0,0,157,153,2,0,12,28,1,150,393,99,96,136,2530,64,11090,11090,74,1,99,105,2,2,138,156,0,2,2441,1774,22941,848,96,98,2,1023,248,255,125,204,247,190,234,231713
36594,2020,1,14,19,4,2621,927,17,2,0,108,206,51,536,1,128,16,0,0,45,77,0,918,2,2,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,1,50,19,1,120,40,0,0,5,229,0,0,0,0,0,0,0,0,157,154,2,0,3,28,1,150,394,99,96,136,2550,64,11111,11111,74,1,99,105,2,2,138,156,0,2,2441,1774,22941,848,96,98,2,1023,248,255,125,208,248,196,237,231713
37094,2020,1,14,19,4,2621,968,20,2,0,110,180,51,556,1,128,20,0,0,44,77,0,1181,2,2,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,1,54,19,1,126,40,0,0,5,240,0,0,0,0,0,0,0,0,157,153,2,0,0,30,1,151,393,99,96,136,2540,64,11093,11093,74,1,99,105,2,2,138,156,0,2,2441,1774,22941,848,96,98,2,1023,248,255,125,223,255,216,248,231713
37594,2020,1,14,19,4,2621,1048,20,2,0,111,143,50,556,1,128,20,0,0,33,77,0,1318,2,2,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,1,49,19,1,120,39,0,0,5,260,0,0,0,0,0,0,0,0,157,153,2,1,0,32,1,151,393,99,96,136,2540,64,11091,11091,74,1,99,105,2,2,138,156,0,2,2441,1774,22942,848,96,98,2,1023,248,255,125,247,271,243,266,231713
38094,2020,1,14,19,4,2621,1137,32,2,0,112,13,51,582,1,128,31,0,0,33,77,0,1754,2,2,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,1,45,19,1,118,40,0,0,5,278,0,0,0,0,0,0,0,0,157,153,2,0,0,34,1,151,395,99,96,136,2570,64,11127,11127,74,1,99,105,2,2,138,156,0,2,2441,1774,22942,848,96,98,2,1023,248,255,125,269,289,264,283,231713
38594,2020,1,14,19,4,2621,1235,35,2,0,113,14,50,593,1,128,36,0,0,26,77,0,2186,2,2,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,1,58,19,1,128,40,0,0,5,307,0,0,0,0,0,0,0,0,157,154,2,0,8,38,1,151,395,99,96,136,2570,64,11124,11124,74,1,99,105,2,2,138,156,0,2,2441,1774,22942,848,96,98,2,1023,248,255,125,299,311,297,311,231713
39094,2020,1,14,19,4,2621,1318,39,2,0,113,14,50,607,1,128,38,0,0,16,77,0,2495,2,2,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,1,58,19,1,115,39,0,0,5,330,0,0,0,0,0,0,0,0,157,153,2,0,1,41,1,151,395,99,96,136,2550,64,11118,11118,74,1,99,105,2,2,138,156,0,2,2441,1774,22942,848,96,98,2,1023,248,255,125,320,334,309,321,231713
39594,2020,1,14,19,4,2621,1303,38,2,0,113,14,51,595,1,128,37,0,0,12,77,0,2295,2,2,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,1,50,19,1,115,39,0,0,5,323,0,0,0,0,0,0,0,0,157,153,2,0,2,40,1,151,393,99,96,136,2550,64,11082,11082,74,1,99,105,2,2,138,156,0,2,2441,1774,22943,848,96,98,2,1023,253,255,125,316,325,314,320,231713
40094,2020,1,14,19,4,2621,1286,38,2,0,113,15,50,595,1,128,37,0,0,13,77,0,2268,2,2,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,1,58,19,1,112,40,0,0,5,321,0,0,0,0,0,0,0,0,157,153,2,1,0,40,1,151,395,99,96,136,2580,64,11125,11125,74,1,99,105,2,2,138,156,0,2,2441,1774,22943,848,96,98,2,1023,253,255,125,318,321,317,317,231713
40594,2020,1,14,19,4,2621,1290,38,2,0,114,15,50,594,1,128,37,0,0,13,77,0,2245,2,2,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,1,46,19,1,115,39,0,0,5,322,0,0,0,0,0,0,0,0,157,154,2,2,0,40,1,151,395,99,96,136,2580,64,11124,11124,74,1,99,105,2,2,138,156,0,2,2441,1774,22943,848,96,98,2,1023,253,255,125,318,321,315,319,231713
41094,2020,1,14,19,4,2621,1294,38,2,0,114,15,50,593,1,128,37,0,0,13,77,0,2240,2,2,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,1,48,19,1,103,39,0,0,5,323,0,0,0,0,0,0,0,0,157,154,2,0,0,40,1,151,395,99,96,136,2580,64,11128,11128,74,1,99,105,2,2,138,156,0,2,2441,1774,22943,848,96,98,2,1023,253,255,125,322,321,318,317,231713
41594,2020,1,14,19,4,2621,1180,0,2,0,114,15,50,456,0,128,0,0,0,14,77,0,404,2,2,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,1,56,19,1,118,39,0,0,5,301,0,0,0,0,0,0,0,0,157,153,2,0,0,37,1,151,394,99,96,136,2560,64,11116,11116,74,1,99,105,2,2,138,156,0,2,2441,1774,22944,848,96,98,2,1023,253,255,125,297,297,299,299,231713
42094,2020,1,14,19,4,2621,1077,19,2,0,115,136,50,526,1,131,20,0,0,14,78,0,754,2,2,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,1,49,19,1,103,39,0,0,5,263,0,0,0,0,0,0,0,0,157,153,2,0,0,32,1,151,394,99,96,136,2570,64,11116,11116,74,1,99,105,2,2,138,156,0,2,2441,1774,22944,848,96,98,2,1023,253,255,125,261,260,259,258,231713
42594,2020,1,14,19,4,2621,1031,34,2,0,115,14,50,632,1,128,33,0,0,14,78,0,2336,2,2,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,1,54,19,1,118,39,0,0,5,257,0,0,0,0,0,0,0,0,157,153,2,1,0,32,1,151,394,99,96,136,2540,64,11102,11102,74,1,99,105,2,2,138,156,0,2,2441,1774,22944,848,96,98,2,1023,253,255,125,256,255,254,255,231713
43094,2020,1,14,19,4,2621,992,0,2,0,117,198,51,556,0,128,0,1,0,78,78,0,1540,2,2,0,0,0,8,0,0,0,4,226,0,0,11,77,72,3,0,1,52,19,1,109,39,0,0,5,259,0,0,0,0,0,0,0,0,157,153,2,1,0,32,1,151,393,99,96,136,2540,64,11092,11092,74,1,99,106,2,2,138,156,0,2,2441,1774,22944,848,96,98,2,1023,253,255,125,258,256,257,259,231713
43594,2020,1,14,19,4,2621,952,0,2,0,118,207,51,530,0,128,0,1,0,149,78,0,872,2,15,0,0,1,8,0,0,0,4,226,0,0,11,77,72,3,0,1,47,19,1,118,39,8,0,5,236,0,0,0,0,0,5,0,0,161,157,2,0,0,29,1,151,393,99,96,136,2550,64,11093,11093,74,1,99,106,2,2,138,156,0,2,2441,1774,22945,848,96,98,2,1023,253,255,125,231,236,229,235,231713
44094,2020,1,14,19,4,2621,933,0,2,0,120,211,52,526,0,128,0,1,0,149,78,0,886,2,15,0,1,1,8,0,0,0,4,226,0,0,11,77,72,3,0,1,49,19,1,115,39,83,80,5,202,0,0,0,0,0,13,0,0,166,162,2,0,12,25,1,151,393,99,96,136,2540,64,11078,11078,74,1,99,106,2,2,138,156,0,2,2441,1774,22945,848,96,98,2,1023,253,255,125,193,202,193,201,231713
44594,2020,1,14,19,4,2621,888,0,2,0,121,212,53,535,0,128,0,1,0,143,78,0,872,2,15,0,1,1,8,0,0,0,4,226,0,0,11,78,72,3,0,1,54,19,1,97,41,52,0,5,172,0,0,0,0,0,1,0,0,159,155,2,0,0,21,1,150,393,99,96,136,2550,64,11074,11074,74,1,99,106,2,2,138,156,0,2,2441,1774,22945,848,96,98,2,1023,258,255,125,165,175,154,162,231713
45094,2020,1,14,19,4,2621,850,0,2,0,122,205,53,556,0,128,0,1,0,141,78,0,1009,2,15,0,1,1,8,0,0,0,4,226,0,0,11,77,72,3,0,1,45,19,1,115,40,27,0,5,160,0,0,0,0,0,4,0,0,160,157,2,0,0,20,1,150,393,99,96,136,2550,64,11078,11078,74,1,99,106,2,2,138,156,0,2,2441,1774,22945,848,96,98,2,1023,258,255,125,148,169,145,167,231713
45594,2020,1,14,19,4,2621,900,0,2,0,122,199,52,547,0,128,0,1,0,139,78,0,986,15,15,0,1,1,8,0,0,0,4,226,0,0,11,78,72,3,0,1,54,19,1,115,41,10,0,5,170,0,0,0,0,0,3,0,0,159,155,2,0,0,21,1,150,392,99,96,136,2540,64,11063,11063,74,1,99,106,2,2,138,156,0,2,2441,1774,22946,848,96,98,2,1023,258,255,125,151,187,141,176,231713
46094,2020,1,14,19,4,2621,835,0,2,0,123,202,53,563,0,128,0,1,0,134,78,0,1068,15,15,0,0,1,8,0,0,0,4,226,0,0,11,78,72,3,0,1,59,19,1,128,41,0,0,5,185,0,0,0,0,0,1,0,0,158,154,2,0,8,23,1,150,392,99,96,136,2550,64,11065,11065,74,1,99,106,2,2,138,156,0,2,2441,1774,22946,848,96,98,2,1023,258,255,125,167,202,152,189,231713
46594,2020,1,14,19,4,2621,830,0,2,0,123,132,52,586,0,128,0,1,0,126,78,0,1272,15,15,0,0,1,8,0,0,0,4,226,0,0,11,78,72,3,0,1,65,19,1,120,40,0,0,5,205,0,0,0,0,0,1,0,0,158,154,2,0,10,25,1,150,393,99,96,136,2570,64,11078,11078,74,1,99,106,2,2,138,156,0,2,2441,1774,22946,848,96,98,2,1023,258,255,125,185,224,169,212,231713
47094,2020,1,14,19,4,2621,911,0,2,0,123,115,51,573,0,128,0,1,0,125,78,0,1300,15,15,0,0,1,8,0,0,0,4,226,0,0,11,78,72,3,0,1,59,19,1,128,41,0,0,5,228,0,0,0,0,0,1,0,0,158,154,2,0,5,28,1,150,393,99,96,136,2560,64,11081,11081,74,1,99,106,2,2,138,156,0,2,2441,1774,22946,848,96,98,2,1023,258,255,125,208,248,193,236,231713
47594,2020,1,14,19,4,2621,980,0,2,0,122,163,51,554,0,128,0,1,0,124,79,0,1236,15,15,0,0,1,8,0,0,0,4,226,0,0,11,78,72,3,0,1,54,19,1,118,40,0,0,5,247,0,0,0,0,0,1,0,0,158,155,2,1,0,30,1,150,392,99,96,136,2550,64,11069,11069,74,1,99,106,2,2,138,156,0,2,2441,1774,22947,848,96,98,2,1023,258,255,125,228,267,219,255,231713
48094,2020,1,14,19,4,2621,1021,0,2,0,122,184,52,520,0,128,0,1,0,121,79,0,904,15,15,0,0,1,8,0,0,0,4,226,0,0,11,78,72,3,0,1,63,19,1,130,40,0,0,5,258,0,0,0,0,0,1,0,0,158,155,2,6,0,32,1,150,393,99,96,136,2570,64,11088,11088,74,1,99,106,2,2,138,156,0,2,2441,1774,22947,848,96,98,2,1023,258,255,125,248,266,247,263,231713
48594,2020,1,14,19,4,2621,1037,12,2,0,122,181,51,495,1,149,18,1,0,76,79,0,495,15,15,0,0,0,8,0,0,0,4,226,0,0,11,78,72,3,0,1,45,19,1,102,41,0,0,5,257,0,0,0,0,0,0,0,0,157,153,2,5,0,32,1,150,394,99,96,136,2580,64,11101,11101,74,1,99,106,2,2,138,156,0,2,2441,1774,22947,848,96,98,2,1023,258,255,125,251,261,250,259,231713
49094,2020,1,14,19,4,2621,1108,37,2,0,121,16,50,621,1,128,36,0,0,30,79,0,2263,2,2,0,0,0,8,0,0,0,4,226,0,0,11,78,72,3,0,1,49,19,1,115,40,0,0,5,276,0,0,0,0,0,0,0,0,157,153,2,0,5,34,1,150,394,99,96,136,2570,64,11102,11102,74,1,99,106,2,2,138,156,0,2,2441,1774,22947,848,96,98,2,1023,258,255,125,273,280,269,278,231713
49594,2020,1,14,19,4,2621,1166,0,2,0,121,181,50,494,0,128,0,1,0,100,79,0,1027,2,2,0,0,0,8,0,0,0,4,226,0,0,11,78,72,3,0,1,49,19,1,115,40,0,0,5,307,0,0,0,0,0,0,0,0,157,154,2,0,0,38,1,150,394,99,96,136,2570,64,11101,11101,74,1,99,106,2,2,138,156,0,2,2441,1774,22948,848,96,98,2,1023,262,255,125,300,309,300,308,231713
50094,2020,1,14,19,4,2621,1080,0,2,1,122,139,50,489,0,128,0,1,0,181,79,0,518,2,15,0,0,0,8,0,0,0,4,226,0,0,11,78,72,3,0,1,43,19,1,110,40,0,0,5,306,0,0,0,0,0,0,0,0,157,154,2,0,0,38,1,150,394,99,96,136,2580,64,11114,11114,74,1,99,106,2,2,138,156,0,2,2441,1774,22948,848,96,98,2,1023,262,255,125,299,309,301,306,231713
50594,2020,1,14,19,4,2621,901,0,2,1,122,212,51,490,0,128,0,0,0,40,79,0,454,2,0,0,0,1,8,0,0,0,4,225,0,0,11,78,72,3,0,1,54,19,1,125,40,0,0,5,304,0,0,0,0,0,2,0,0,158,155,2,4,0,38,1,150,393,99,96,136,2560,64,11091,11091,74,1,99,106,2,2,138,156,0,2,2441,1774,22948,848,96,98,2,1023,262,255,125,300,306,298,304,231713
51094,2020,1,14,19,4,2621,818,0,2,1,122,218,53,500,0,128,0,0,0,13,79,0,550,15,0,0,1,1,8,0,0,0,4,225,0,0,11,78,72,3,0,1,49,19,1,110,40,18,0,5,302,0,0,0,0,0,5,0,0,160,157,2,0,0,37,1,150,393,99,96,136,2560,64,11083,11083,74,1,99,106,2,2,138,156,0,2,2441,1774,22948,848,96,98,2,1023,262,255,125,300,300,300,301,231713
51594,2020,1,14,19,4,2621,816,0,2,1,122,218,52,506,0,128,0,1,0,113,79,0,527,15,0,0,1,1,8,0,0,0,4,225,0,0,11,78,72,3,0,1,59,19,1,115,40,104,104,5,296,0,0,0,0,0,17,0,0,168,165,2,0,0,37,1,150,393,99,96,136,2560,64,11079,11079,74,1,99,106,2,2,138,156,0,2,2441,1774,22949,848,96,98,2,1023,262,255,125,296,292,293,294,231713
52094,2020,1,14,19,4,2621,879,0,2,0,122,218,53,512,0,128,0,1,0,190,79,0,718,15,15,0,1,1,8,0,0,0,4,225,0,0,11,78,72,3,0,1,47,19,1,100,40,200,204,5,275,0,0,0,0,0,34,0,0,180,176,2,0,0,34,1,150,393,99,96,136,2560,64,11085,11085,74,1,99,106,2,2,138,156,0,2,2441,1774,22949,848,96,98,2,1023,262,255,125,271,272,271,275,231713
52594,2020,1,14,19,4,2621,867,0,2,0,122,218,51,507,0,128,0,1,0,187,80,0,590,15,15,0,1,1,8,0,0,0,4,225,0,0,11,78,72,3,0,1,37,19,1,98,40,354,355,5,235,0,0,0,0,0,59,0,0,196,193,2,0,0,29,1,151,393,99,96,136,2550,64,11072,11072,74,1,99,106,2,2,138,156,0,2,2442,1774,22949,848,96,98,2,1023,262,255,125,232,230,229,231,231713
53094,2020,1,14,19,4,2621,884,0,2,0,121,218,52,507,0,128,0,1,0,185,80,0,595,15,15,0,1,1,8,0,0,0,4,225,0,0,11,78,72,3,0,1,37,19,1,100,41,347,338,5,186,0,0,0,0,0,56,0,0,194,190,2,0,0,23,1,149,393,99,96,136,2570,64,11081,11081,74,1,99,106,2,2,138,156,0,2,2442,1774,22949,848,96,98,2,1023,262,255,125,184,181,182,182,231713
53594,2020,1,14,19,4,2621,891,0,2,0,121,218,51,507,0,128,0,1,0,176,80,0,618,15,15,0,1,1,8,0,0,0,4,225,0,0,11,78,72,3,0,1,39,19,1,98,44,204,204,5,151,0,0,0,0,0,34,0,0,180,176,2,0,0,18,1,148,393,99,96,136,2570,64,11086,11086,74,1,99,106,2,2,138,156,0,2,2442,1774,22950,848,96,98,2,1023,262,255,125,148,149,148,148,231713
54094,2020,1,14,19,4,2621,886,0,2,0,122,218,52,508,0,128,0,1,0,174,80,0,618,15,15,0,1,1,8,0,0,0,4,225,0,0,11,78,72,3,0,1,41,19,1,100,46,74,0,5,127,0,0,0,0,0,5,0,0,160,157,2,0,0,15,1,146,393,99,96,136,2560,64,11083,11083,74,1,99,106,2,2,138,156,0,2,2442,1774,22950,848,96,98,2,1023,262,255,125,127,125,123,124,231713
54594,2020,1,14,19,4,2621,869,0,2,0,122,218,52,504,0,128,0,1,0,169,80,0,568,15,15,0,1,1,8,0,0,0,4,225,0,0,11,78,72,3,0,1,45,19,1,120,46,18,0,5,123,0,0,0,0,0,4,0,0,160,156,2,0,0,15,1,146,393,99,96,136,2560,64,11081,11081,74,1,99,106,2,2,138,156,0,2,2442,1774,22950,848,96,98,2,1023,266,255,125,122,120,123,122,231713
55094,2020,1,14,19,4,2621,844,0,2,0,123,218,52,506,0,128,0,1,0,165,80,0,586,15,15,0,1,1,8,0,0,0,4,225,0,0,11,78,72,3,0,1,45,19,1,108,46,6,0,5,123,0,0,0,0,0,2,0,0,158,155,2,0,0,15,1,147,393,99,96,136,2560,64,11076,11076,74,1,99,106,2,2,138,156,0,2,2442,1774,22950,848,96,98,2,1023,266,255,125,122,121,122,119,231713
55594,2020,1,14,19,4,2621,843,0,2,0,123,220,52,508,0,128,0,1,0,166,80,0,595,15,15,0,1,1,8,0,0,0,4,225,0,0,11,78,72,3,0,1,45,19,1,110,45,0,0,5,123,0,0,0,0,0,3,0,0,159,156,2,0,0,15,1,147,392,99,96,136,2550,64,11068,11068,74,1,99,106,2,2,138,156,0,2,2442,1774,22951,848,96,98,2,1023,266,255,125,122,121,120,121,231713
